title,overview,genres,emotion,link
Kiff Lore of the Ring Light,Kiff and her friends go on an adventure to destroy a ring light of immense power.,"['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/1421982
Sing,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,"['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/335797
Trolls Band Together,"When Branch's brother, Floyd, is kidnapped for his musical talents by a pair of nefarious pop-star villains, Branch and Poppy embark on a harrowing and emotional journey to reunite the other brothers and rescue Floyd from a fate even worse than pop-culture obscurity.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/901362
Sing: Thriller,"Buster Moon dreams up a star-studded spectacle set to Michael Jackson's ""Thriller"" in this animated short featuring characters from the hit ""Sing"" films.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/1371727
Trolls,"After the monstrous Bergens invade Troll Village, Princess Poppy, the happiest Troll ever born, and overly-cautious, curmudgeonly outcast Branch set off on a journey to rescue her friends. Their mission is full of adventure and mishaps, as this mismatched duo try to tolerate each other long enough to get the job done.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/136799
Alvin and the Chipmunks: Chipwrecked,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/55301
Trolls World Tour,"Queen Poppy and Branch make a surprising discovery — there are other Troll worlds beyond their own, and their distinct differences create big clashes between these various tribes. When a mysterious threat puts all of the Trolls across the land in danger, Poppy, Branch, and their band of friends must embark on an epic quest to create harmony among the feuding Trolls to unite them against certain doom.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/446893
Alvin and the Chipmunks: The Squeakquel,"Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/23398
Alvin and the Chipmunks: The Road Chip,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/258509
Phineas and Ferb The Movie: Across the 2nd Dimension,"Phineas and Ferb get trapped in an alternate dimension where the evil Doofenshmirtz rules the tri-state area. They must find a way back home with the help of their pet platypus named Perry, who they discover is a secret agent.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/71689
Hoodwinked!,"Little Red Riding Hood: A classic story, but there's more to every tale than meets the eye. Before you judge a book by its cover, you've got to flip through the pages. In the re-telling of this classic fable, the story begins at the end of the tale and winds its way back. Chief Grizzly and Detective Bill Stork investigate a domestic disturbance at Granny's cottage, involving a karate-kicking Red Riding Hood, a sarcastic wolf and an oafish Woodsman.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/10982
Strange Magic,"A love potion works its devious charms on fairies, elves and the swamp-dwelling Bog King as they all try to possess the potion for themselves.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/302429
Big City Greens the Movie: Spacecation,"When thrill-seeker Cricket tricks his family into taking a ""road trip"" in space, chaos in the cosmos quickly ensues. Despite growing frustrations between Cricket and his dad, Bill, the two must learn to appreciate each other's unique perspectives in order to prevent Big City from being destroyed by an interstellar disaster.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/929563
Baby Shark's Big Movie,"Baby Shark is forced to leave the world he loves behind after his family’s move to the big city, and must adjust to his new life without his best friend, William. When Baby Shark encounters an evil pop starfish named Stariana who plans to steal his gift of song in order to dominate all underwater music, he must break her spell to restore harmony to the seas.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/1008437
Tom and Jerry: The Movie,The popular cartoon cat and mouse are thrown into a feature film. The story has the twosome trying to help an orphan girl who is being berated and exploited by a greedy guardian.,"['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/22582
UglyDolls,"In the adorably different town of Uglyville, weirdness is celebrated, strangeness is special and beauty is embraced as more than meets the eye. After traveling to the other side of a mountain, Moxy and her UglyDoll friends discover Perfection -- a town where more conventional dolls receive training before entering the real world to find the love of a child.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/454458
Piece by Piece,"A unique cinematic experience that invites audiences on a vibrant journey through the life of cultural icon Pharrell Williams. Told through the lens of LEGO® animation, turn up the volume on your imagination and witness the evolution of one of music's most innovative minds.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/1236419
Noah's Ark,"A pair of mice attempt to board Noah's Ark: Vini, a charismatic poet with terrible stage fright, and Tito, a talented and charming guitarist. When the rains come, only one male and one female of each species is allowed on Noah's Ark. With the help of an ingenious cockroach and fate's good luck, Vini and Tito sneak their way onto the Ark and together avert a showdown among the ships carnivores and plant eaters. All the while, the animals perform a series of classic songs inspired by world renowned poet, Vinicius de Moraes. Can these talented stowaways use music to break the tension and help these cooped up creatures survive the 40 days and 40 nights together?","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/1192209
Thumbelina,"Born of a flower and growing to only a couple of inches tall, poor Thumbelina is worried she'll never meet someone her own size, until she happens to catch the eye of Prince Cornelius of the Fairies. Just as soon as she finds love, however, it's torn away from her when she is kidnapped by Ms. Toad. Now Thumbelina has to escape Ms. Toad's grasp and search for Prince Cornelius. Luckily, there's a whole city of animals willing to help her.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/28032
Fantasia 2000,"Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/49948
My Little Pony: Equestria Girls - Friendship Games,"Canterlot High meets its rival school, Crystal Prep Academy, in a competition that’s a long-standing tradition – The Friendship Games. Sunset Shimmer is tasked with keeping magic out of the games to avoid the appearance of impropriety while she and her friends compete against Crystal Prep’s top students led by someone with an equal amount of interest in Equestrian magic – this world’s TWILIGHT SPARKLE.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/349158
"Monster High: Boo York, Boo York","It's fright lights, big city when the Monster High ghouls head to Boo York! Cleo de Nile is invited to attend a gancy gala celebrating the return of the magical comet and, of course, she brings along her beast friends. But their trip isn't all fun and frightseeing because Nefera, Cleo's sister, uses the comet's power for her own spooktacularly sneaky plans. Can the monsters unwrap the mystery of the comet in time to stop Nefera? Find out in Booy York, Boo York, the first-ever Monster High musical, featuring eight original songs.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/360404
Barbie: Princess Adventure,"With new friends in a new kingdom, Barbie learns what it means to be herself when she trades places with a royal lookalike in this musical adventure.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/738215
Bedknobs and Broomsticks,Three children evacuated from London during World War II are forced to stay with an eccentric spinster. The children's initial fears disappear when they find out she is in fact a trainee witch.,"['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/12335
Snow White,A young princess named Snow White is sent away from her palace to live in the woods due to the jealousy of her stepmother.,"['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/116743
Trouble,A pampered dog named Trouble must learn to live in the real world while trying to escape from his former owner's greedy children and must learn how to survive on the big-city streets.,"['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/570480
My Little Pony: Equestria Girls - Rainbow Rocks,"Music rules and rainbows rock as Twilight Sparkle and pals compete for the top spot in the Canterlot High ""Mane Event"" talent show. The girls must rock their way to the top, and outshine rival Adagio Dazzle and her band The Dazzlings, to restore harmony back to Canterlot High.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/292177
Scooby-Doo! and the Legend of the Vampire,"The Yowie Yahoo starts kidnapping musicians at a concert attended by Scooby and the gang in Vampire Rock, Australia.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/30074
Charming,"Three fairy tale princesses find themselves engaged to the same guy, Prince Charming.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/354279
Ernest & Celestine,"Celestine is a little mouse trying to avoid a dental career while Ernest is a big bear craving an artistic outlet. When Celestine meets Ernest, they overcome their natural enmity by forging a life of crime together.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/126319
Rock-A-Doodle,"Chanticleer is a foolhardy farm rooster who believes his crows can actually make the sun come up and shine. When the sun rises one morning without Chanticleer's crow, he leaves the farm in disgrace and runs off to become a rock 'n' roll singer. But in his absence, a sinister, sunshine-hating owl prepares to take over.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/20421
Lu Over the Wall,"In a small fishing village, a gloomy middle school student named Kai meets a mermaid named Lu.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/436120
The Three Caballeros,"For Donald's birthday he receives a box with three gifts inside. The gifts, a movie projector, a pop-up book, and a pinata, each take Donald on wild adventures through Mexico and South America.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/15947
Rock Dog,"When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/333667
Charlotte's Web,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/15171
My Little Pony: Equestria Girls,"Via a magic mirror, Twilight Sparkle travels into an alternate universe in order to recover a crown that was stolen from the Crystal Empire. Upon her arrival she is horrified to learn that she has turned into a human.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/201676
Anastasia,"Young Russian Princess Anastasia is the cherished daughter of the mighty Czar Nicholas. Anastasia’s perfect world changes forever when the evil monk Rasputin topples the Czar from power. Anastasia falls in love with the dashing young soldier, Alexander, who helps the young princess flee for her life.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/55349
Barbie in Rock 'N Royals,"When royal Princess Courtney trades places with famous rock star Erika, two worlds collide while both learn to appreciate new friends and experiences.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/355111
Melody Time,"In the grand tradition of Disney's great musical classics, Melody Time features seven timeless stories, each enhanced with high-spirited music and unforgettable characters. You'll be sure to tap your toes and clap your hands in this witty feast for the eyes and ears.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/13757
Bartok the Magnificent,Albino bat Bartok – former sidekick to the wicked Grigori Rasputin – ventures to prove his true worth on a new quest to defeat the legendary Russian witch Baba Yaga.,"['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/19594
Scooby-Doo! and the Goblin King,"Scooby-Doo and Shaggy must go into the underworld ruled by The Goblin King in order to stop a mortal named The Amazing Krudsky who wants power and is a threat to their pals: Fred, Velma, and Daphne.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/12903
K-On! The Movie,"With graduation right around the corner, every member of the Light Music Club except for Azusa will be leaving for good. But the girls aren’t going to let something as silly as graduation tear them apart! For their final hurrah, the girls are going on the ultimate vacation tour— all the way to London! Their overseas journey will lead them on a trip of discovery and friendship as they take the stage one last time for their final encore together.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/120811
"Barbie: Big City, Big Dreams","Barbie swaps the sunny shores of Malibu for the bright lights of Broadway to attend an excusive summer performing arts program and meets…Barbie!  Fast friends, the two discover they share more than a name as they explore New York City and all the amazing things they have in common.  As they compete for the coveted once-in-a-lifetime Spotlight Solo from Times Square, the friends discover competition isn’t all about winning, it’s about striving to be your best, overcoming doubts, and sharing the spotlight.","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/850818
Three Little Pigs,"The two pigs building houses of hay and sticks scoff at their brother, building the brick house. But when the wolf comes around and blows their houses down (after trickery like dressing as a foundling sheep fails), they run to their brother's house. And throughout, they sing the classic song, ""Who's Afraid of the Big Bad Wolf?"".","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/34463
Cats Don't Dance,An ambitious singing and dancing cat in 1939 Hollywood overcomes several obstacles to fulfill his dream of becoming a movie star.,"['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/24662
Make Mine Music,"In the tradition of Fantasia, Make Mine Music is a glorious collection of musically charged animated shorts featuring such fun-filled favorites as ""Peter and the Wolf"", narrated by the beloved voice behind Winnie the Pooh. In addition you'll enjoy such classic cartoon hits as ""Casey at the Bat,"" ""The Whale Who Wanted to Sing at the Met"" and ""Johnnie Fedora and Alice Bluebonnet.""","['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/20343
Phineas and Ferb: Mission Marvel,Phineas and Ferb team up with the Avengers to save the world from Dr. Doofenshmirtz and a group of dangerous supervillains.,"['Family', 'Animation', 'Music']",grateful,https://www.themoviedb.org/movie/284019
Materialists,"A young, ambitious New York City matchmaker finds herself torn between the perfect match and her imperfect ex.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1136867
Saiyaara,"Two artistic souls find harmony through music despite their contrasting worlds. As feelings deepen, age and circumstances challenge their undeniable bond.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1241634
Jokōsei torio: seikan shiken,"Three high school girls. One is experienced, one has fantasies and one is curious. What more will they learn before graduation?","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/611251
Intimacy,"Failed musician Jay abandoned his family and now earns a living as head bartender in a trendy London pub. Every Wednesday afternoon, a woman comes to his house for graphic, almost wordless, sex. One day, Jay follows her and learns about her. This eventually disrupts their relationship.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/11845
Follow,"Sebastián, a charismatic con artist who seduces women to steal their money, puts his retirement plans on hold after the sudden appearance of Carolina, an enigmatic woman who will expose him to the greatest danger of his career.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1236197
My Fault,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1010581
Stepmom's Desire,"Sang-jin, who was envious of her neighbor after getting a beautiful wife, Ask your wife's friend Gian to take over the son's extracurricular teacher, Sang-jin, who left work early, accidentally sees Gian's shower. A man who wants to have sex with his son's tutor, And a son who wants to have a good time with a young stepmom, Ji-an and Jin-hee, who want money, are disappointed with her husband, and Bin-jin gives her body to a young son.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/715287
The Girl Downstairs Extra: Promised Future,"Freshman Yuan Juntang applied to Minsong University in order to get closer to Zhu Zhu, whom he has had a crush on. At the university, he meets Li Shiya who used to be his idol, and takes a temporary absence from school.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1354253
Your Fault,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,"['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1156593
365 Days: This Day,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/829557
Aşk Sadece Bir An,A young man and woman from very different backgrounds fall in love but their relationship faces obstacles from his troubled past and her overprotective parents.,"['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1422227
My Fault: London,"18-year-old Noah moves from America to London, with her mother who's recently fallen in love with William, a wealthy British businessman. Noah meets William’s son, bad-boy Nick, and soon discovers there is an attraction between them neither can avoid. As Noah spends the summer adjusting to her new life, her devastating past will catch up with her while falling in love for the first time.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1294203
Sorority,"A tale of seduction and mystery. A fearless pre-law student joins an elite sorority led by a powerful heiress. As secrets unfold, she’s torn between the woman who awakened her desire and a truth that could destroy them both.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1477114
Ask Me What You Want,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1252309
Anora,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1064213
Ligaw,"A sultry woman who charms the hearts of men in a remote province. Dolores, a devoted wife to her paraplegic husband, falls for a young mountaineer. What begins as a reckless escape turns into an affair drenched in passion and secrecy.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1470086
The Alcove,"In 1936 Italy, Elio returns home from Africa with a present for his wife in the form of Zerbal, the daughter of a tribal king. Unbeknown to him, his neglected wife Alessandra has formed a relationship with Elio’s otherwise frigid secretary Velma who is less than pleased at Elio’s return.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/50433
Kalakal,"A seductive female garbage collector who embraces the life of an escort lady. Desperate to live a comfortable life, she leaves the dumpsite and enters the club. But can she also dump both her brother and her lover who remind her of her past?","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1476292
Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/597
Wicked,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/402431
Romance,"Frustrated by the lack of intimacy in her relationship, a young schoolteacher goes through a series of intimidating and often violent sexual partners.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/26338
Fifty Shades of Grey,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/216015
Hotel Desire,"Antonia is a single mother who works as a hotel maid in Berlin. A normal hot summer day takes a dramatic turn when she crosses paths with a particular guest of the hotel, famous blind portrait painter Julius Pass.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/82023
Triangle,"Story about a happily married couple visited by an old friend, who ends up stirring the pot by becoming sexually involved with both the husband and the wife.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1357459
Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/13
Hidden Desire,"David is sitting in a bar, musing over why he has bedded and left five or six of Asia's loveliest women in such a short time.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/298094
Wild Awakening,"Toni and Emma are brother and sister who owns a stable farm. Ramon and his son, Aaron works for them. Toni is openly gay and loves to party, Emma has a crush on Aaron who is a closeted gay who is afraid that his father might find out, but his father also has a secret.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/462183
After,"Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/537915
Twilight,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/8966
Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/296096
Fifty Shades Freed,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/337167
The Notebook,"An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/11036
Bosomy Mom,"Da-hee gets married to Min-soo who is older than her. Thanks to him, he also gets a son who is not too old, Jae-hyuk, who she tries to get acquainted with, albeit awkwardly. After staying with Na-yeon, she suddenly has to meet Jae-hyuk, and Na-yeon has a date with Jae-hyuk. Min-soo is surprised to find three people coming back home from a date. It made him angry to see his son with two women. Right away, Min-soo seeks Da-hee and asks about Na-yeon. Na-yeon met Min-soo secretly. However, Da-hee who is aware of Min-soo and Da-hee's relationship, shares this fact to Jae-hyun.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/707610
Salome,Kelas Bintang is back with this pack of drama called Salome.,"['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1135869
Obsesyon,"A middle-aged woman becomes obsessed with a student, who has a crush on her stepdaughter. Every time the young man becomes intimate with the daughter, the woman fantasizes that she is with him.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1337411
The Handmaiden,"1930s Korea, in the period of Japanese occupation, a new girl, Sookee, is hired as a handmaiden to a Japanese heiress, Hideko, who lives a secluded life on a large countryside estate with her domineering Uncle Kouzuki. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to elope with him, rob her of her fortune, and lock her up in a madhouse. The plan seems to proceed according to plan until Sookee and Hideko discover some unexpected emotions.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/290098
Female Teacher Closing the Door,A sensual suspense that tells the story of a female teacher and a young student locked in a closed room in the middle of summer.,"['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1055110
Your Name.,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/372058
Below Her Mouth,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,"['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/370663
The Idea of You,"40-year-old single mom Solène begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/843527
The Idea of You,"40-year-old single mom Solène begins an unexpected romance with 24-year-old Hayes Campbell, the lead singer of August Moon, the hottest boy band on the planet. As they begin a whirlwind romance, it isn't long before Hayes' superstar status poses unavoidable challenges to their relationship, and Solène soon discovers that life in the glare of his spotlight might be more than she bargained for.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/843527
Love Lesson,"Korea's most popular song writer Hee-soo runs into a nineteen-year-old boy in the elevator. Hee-soo is inspired by a new song watching him shake at her figure. She starts to tell him about women under the excuse that she's teaching him music. They fall for each other but things get complicated when her life teacher, Joon-ho who taught her about life and music comes back.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/286687
The Next 365 Days,Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues while a tenacious Nacho works to push them apart.,"['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/829560
The Fall Guy,"Fresh off an almost career-ending accident, stuntman Colt Seavers has to track down a missing movie star, solve a conspiracy and try to win back the love of his life while still doing his day job.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/746036
Through My Window,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/818647
Sipsipan,"At Sipsipan, a shady stop where truckers trade fuel for cash and pleasure, one man’s craving leads him down a path of lust, lies, and no return.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/1506450
Cheeky,"While scouting out apartments in London for her Venetian boyfriend, Carla rents an apartment overlooking the Thames. There, she meets a real estate agent by the name of Moira.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/22705
Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/38
Challengers,"Tennis player turned coach Tashi has taken her husband, Art, and transformed him into a world-famous Major champion. To jolt him out of his recent losing streak, she signs him up for a ""Challenger"" event — close to the lowest level of pro tournament — where he finds himself standing across the net from his former best friend and Tashi's former boyfriend.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/937287
The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.","['Romance', 'Drama']",rejected,https://www.themoviedb.org/movie/50620
The Girl Downstairs Extra: Promised Future,"Freshman Yuan Juntang applied to Minsong University in order to get closer to Zhu Zhu, whom he has had a crush on. At the university, he meets Li Shiya who used to be his idol, and takes a temporary absence from school.","['Comedy', 'Animation', 'Romance']",happy,https://www.themoviedb.org/movie/1354253
Elemental,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.","['Comedy', 'Animation', 'Romance']",happy,https://www.themoviedb.org/movie/976573
Hercules,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!","['Comedy', 'Animation', 'Romance']",happy,https://www.themoviedb.org/movie/11970
Red Shoes and the Seven Dwarfs,"Princes who have been turned into Dwarfs seek the red shoes of a lady in order to break the spell, although it will not be easy.","['Comedy', 'Animation', 'Romance']",happy,https://www.themoviedb.org/movie/486589
White Snake: Afloat,"Xiaobai finally found Xu Xian, the reincarnation of Axuan, after 500 years, the two met on the Broken Bridge. Xiaobai and sister hid in the streets and alleys, started a lively life in human world with him and his brother-in-law Li Gongfu.","['Comedy', 'Animation', 'Romance']",happy,https://www.themoviedb.org/movie/1207123
