title,authors,category,description,link,emotion
Spiritual Health,John W. Fisher,Education,"As spirituality first appeared in Australian curriculum documents in 1994, it was important to establish how educators thought it related to student well- being. In this research a description and four accounts of spirituality - spiritual rationalism, monism, dualism, and multidimensional unity - were developed from available literature. The literature also revealed four sets of relationships important to spiritual well-being. These were the relationships of a person with themself, others, environment, and Transcendent Other.",http://books.google.co.in/books?id=T-6yitu9dugC&dq=spirituality&hl=&source=gbs_api,grateful
What is Religion?,Jeppe Sinding Jensen,Religion,"Religious belief is one of the most pervasive and ubiquitous characteristics of human society. Religion has shadowed and illuminated human lives since primitive times, shaping the world views of cultures from isolated tribes to vast empires. Starting from the premise that religion is a concept which can be analysed and compared across time and cultures, What is Religion? brings the most up-to-date scholarship to bear on humankind’s most enduring creation. The book opens with a brief history of the idea of religion, then divides the study of religion into four essential topics - types, representations, practices, and institutions – and concludes with a final, eye-opening chapter on religion today. Packed with case studies from a wide range of religions, past and present, What is Religion? offers a very current, comprehensive, yet intellectually challenging overview of the history, theories, practices, and study of religion. Accessible, wide-ranging, engaging, and short, What is Religion? is written primarily for undergraduate students in the study of religion, but it will also be invaluable for students of anthropology, history, psychology, sociology, and theology as well as anyone interested in how and why humans came and continue to be religious.",http://books.google.co.in/books?id=LmV_BAAAQBAJ&dq=religion&hl=&source=gbs_api,grateful
A Little History of Religion,Richard Holloway,Religion,"For curious readers young and old, a rich and colorful history of religion from humanity’s earliest days to our own contentious times In an era of hardening religious attitudes and explosive religious violence, this book offers a welcome antidote. Richard Holloway retells the entire history of religion—from the dawn of religious belief to the twenty-first century—with deepest respect and a keen commitment to accuracy. Writing for those with faith and those without, and especially for young readers, he encourages curiosity and tolerance, accentuates nuance and mystery, and calmly restores a sense of the value of faith. Ranging far beyond the major world religions of Judaism, Islam, Christianity, Buddhism, and Hinduism, Holloway also examines where religious belief comes from, the search for meaning throughout history, today’s fascinations with Scientology and creationism, religiously motivated violence, hostilities between religious people and secularists, and more. Holloway proves an empathic yet discerning guide to the enduring significance of faith and its power from ancient times to our own.",https://play.google.com/store/books/details?id=IOW7DAAAQBAJ&source=gbs_api,grateful
God Without Religion,Sankara Saranam,Religion,"Since Sankara Saranam's groundbreaking book God Without Religion was released 10 years ago, thousands have been enlightened by his teachings and revelations. Now, in this special 10-year anniversary edition, Sankara returns with new insights and a renewed message of spiritual guidance and inspiration. Disillusioned with organized religion, millions of people turn to secular humanism, neo-atheism, New Age thinking, Eastern religious practices, and mysticism while others retreat from spirituality altogether. A more satisfying and transformative option is to embark on a quest to discover what is real to you. Using time-tested tools of investigation into your own sense of self, you can examine your present beliefs, explore the nature of reality, and ultimately expand your identity and awareness. God Without Religion introduces this age-old approach to self-inquiry for today's readers. Step by step, it offers a bridge between organized religion and self-realization for anyone questioning traditional dogma or its legacy of divisiveness. It also assists in overcoming limitations and notions of exclusivity promoted by modern-day movements. Included are 17 universal techniques for developing a personal understanding of the underlying substance of existence and broadening your view of yourself, others, and all of life. This updated edition includes new details about Sankara's personal experiences with each technique. These highly relatable new passages will help you connect with each concept in a personal way, so that you can discover—or rediscover—your own spiritual path to clarity.",https://play.google.com/store/books/details?id=cws3EAAAQBAJ&source=gbs_api,grateful
The Religions of India,Roshen Dalal,Religion,"A handy guide to every religion practised in India In India, the birthplace of some of the world’s major faiths and home to many more, religion is a way of life, existing as much in temples, mosques, churches and wayside shrines as it does in social laws, cultural practices and the political arena. The Religions of India contains, in a single volume, a comprehensive account of every major faith practised in the country today—Hinduism, Islam, Sikhism, Christianity, Buddhism, Jainism, Zoroastrianism, Judaism, and the Bahai faith. This meticulously researched work traverses a vast range of topics—from Somnatha Temple and Babri Masjid to Tirthankaras and the Akali Movement; from the Shariat and the Eucharist to Shabuoth and nirvana. It places each religion in its historical context, tracing its evolution from its inception to the present. • Incisive profiles of founders and key patrons, deities, saints, mystics and philosophers • Information on and insights into lesser-known and regional forms of worship, as well as important festivals, customs and rituals • Extensively cross-referenced with suggestions for further reading",https://play.google.com/store/books/details?id=87k0AwAAQBAJ&source=gbs_api,grateful
Flourishing,"Miroslav Volf, Tony Blair",Political Science,"More than almost anything else, globalization and the great world religions are shaping our lives, affecting everything from the public policies of political leaders and the economic decisions of industry bosses and employees, to university curricula, all the way to the inner longings of our hearts. Integral to both globalization and religions are compelling, overlapping, and sometimes competing visions of what it means to live well. In this perceptive, deeply personal, and beautifully written book, a leading theologian sheds light on how religions and globalization have historically interacted and argues for what their relationship ought to be. Recounting how these twinned forces have intersected in his own life, he shows how world religions, despite their malfunctions, remain one of our most potent sources of moral motivation and contain within them profoundly evocative accounts of human flourishing. Globalization should be judged by how well it serves us for living out our authentic humanity as envisioned within these traditions. Through renewal and reform, religions might, in turn, shape globalization so that can be about more than bread alone.",https://play.google.com/store/books/details?id=qaLuCgAAQBAJ&source=gbs_api,grateful
The Question of the Animal and Religion,Aaron S. Gross,Nature,"Through an absorbing investigation into recent, high-profile scandals involving one of the largest kosher slaughterhouses in the world, located unexpectedly in Postville, Iowa, Aaron S. Gross makes a powerful case for elevating the category of the animal in the study of religion. Major theorists have almost without exception approached religion as a phenomenon that radically marks humans off from other animals, but Gross rejects this paradigm, instead matching religion more closely with the life sciences to better theorize human nature. Gross begins with a detailed account of the scandals at Agriprocessors and their significance for the American and international Jewish community. He argues that without a proper theorization of ""animals and religion,"" we cannot fully understand religiously and ethically motivated diets and how and why the events at Agriprocessors took place. Subsequent chapters recognize the significance of animals to the study of religion in the work of Ernst Cassirer, Emile Durkheim, Mircea Eliade, Jonathan Z. Smith, and Jacques Derrida and the value of indigenous peoples' understanding of animals to the study of religion in our daily lives. Gross concludes by extending the Agribusiness scandal to the activities at slaughterhouses of all kinds, calling attention to the religiosity informing the regulation of ""secular"" slaughterhouses and its implications for our relationship with and self-imagination through animals.",https://play.google.com/store/books/details?id=kTROBQAAQBAJ&source=gbs_api,grateful
The Sociology of Religion,Max Weber,Religion and sociology,No description,http://books.google.co.in/books?id=JE5d0AEACAAJ&dq=religion&hl=&source=gbs_api,grateful
Create Your Own Religion,Daniele Bolelli,Religion,"Create Your Own Religion is a call to arms--an open invitation to question all the values, beliefs, and worldviews that humanity has so far held as sacred in order to find the answers we need to the very practical problems facing us. Writer, philosopher, and professor of comparative religion, Daniele Bolelli, leads the reader through three thousand years of mythology, misogyny, misinformation, and the flat-out lies about ""revealed truth"" that continue to muddle our ability to live a peaceful life, free of guilt and shame and the ultimate fear of death. ""Our worldviews are in desperate need of some housecleaning,"" says Bolelli. ""We enter the 21st century still carrying on our backs the prejudices and ways of thinking of countless past generations. What worked for them may or may not still be of use, so it is our job to make sure to save the tools that can help us and let go of the dead weight.""",http://books.google.co.in/books?id=mENihn6ssdUC&dq=religion&hl=&source=gbs_api,grateful
God is Not Great,Christopher Hitchens,Religion,"""A case against religion and a description of the ways in which religion is man-made""--Provided by the publisher.",http://books.google.co.in/books?id=cZ1dgxQx8tMC&dq=religion&hl=&source=gbs_api,grateful
The Religions Book,"Dorling Kindersley Publishing Staff, Shulamit Ambalu",Biography & Autobiography,"An innovative and accessible guide to the world's religions, 'The Religions Book' clearly explains the key concepts behind the earliest religious beliefs right up to the world's newest faiths, getting to the heart of what it means to believe. Principles of the five main world religions - Hinduism, Buddhism, Judaism, Christianity, and Islam - as well as ancient and primal belief systems are explored in this informative tome. All the big ideas are simply explained with jargon-free descriptions, step-by-step diagrams, and witty illustrations that encapsulate every aspect of religious thinking.",http://books.google.co.in/books?id=HciMlwEACAAJ&dq=religion&hl=&source=gbs_api,grateful
Why Religion?,Elaine Pagels,Biography & Autobiography,"Why is religion still around in the twenty-first century? Why do so many still believe? And how do various traditions still shape the way people experience everything from sexuality to politics, whether they are religious or not? In Why Religion? Elaine Pagels looks to her own life to help address these questions. These questions took on a new urgency for Pagels when dealing with unimaginable loss—the death of her young son, followed a year later by the shocking loss of her husband. Here she interweaves a personal story with the work that she loves, illuminating how, for better and worse, religious traditions have shaped how we understand ourselves; how we relate to one another; and, most importantly, how to get through the most difficult challenges we face. Drawing upon the perspectives of neurologists, anthropologists, and historians, as well as her own research, Pagels opens unexpected ways of understanding persistent religious aspects of our culture. A provocative and deeply moving account from one of the most compelling religious thinkers at work today, Why Religion? explores the spiritual dimension of human experience.",http://books.google.co.in/books?id=Ea6utAEACAAJ&dq=religion&hl=&source=gbs_api,grateful
The Myth of Religious Violence,William T Cavanaugh,Religion,"The idea that religion has a dangerous tendency to promote violence is part of the conventional wisdom of Western societies, and it underlies many of our institutions and policies, from limits on the public role of religion to efforts to promote liberal democracy in the Middle East. William T. Cavanaugh challenges this conventional wisdom by examining how the twin categories of religion and the secular are constructed. A growing body of scholarly work explores how the category 'religion' has been constructed in the modern West and in colonial contexts according to specific configurations of political power. Cavanaugh draws on this scholarship to examine how timeless and transcultural categories of 'religion and 'the secular' are used in arguments that religion causes violence. He argues three points: 1) There is no transhistorical and transcultural essence of religion. What counts as religious or secular in any given context is a function of political configurations of power; 2) Such a transhistorical and transcultural concept of religion as non-rational and prone to violence is one of the foundational legitimating myths of Western society; 3) This myth can be and is used to legitimate neo-colonial violence against non-Western others, particularly the Muslim world.",https://play.google.com/store/books/details?id=NBXnj1W2ShwC&source=gbs_api,grateful
Genealogies of Religion,Talal Asad,Religion,"He argues that ""religionis a construction of European modernity, a construction that authorizes—for Westerners and non-Westerners alike—particular forms of ""history making.""",http://books.google.co.in/books?id=02rdwAEACAAJ&dq=religion&hl=&source=gbs_api,grateful
"Tibet's Ancient Religion, Bön",Christoph Baumer,Religion,"Tibet, the highland beyond the Himalayas, seems permeated with an atmosphere of living spirituality. Here in ancient times the religion of B�n was widespread, marked by shamanistic practices and a pronounced cult of the dead. Until well into the eighth century, B�n was the dominant religion and culture on the roof of the world; it is in essence the belief system of ancient Tibet. From the second half of the eighth century onward, B�n was superseded by Buddhism, which had traveled north from India, and the two religions came to influence each other in both doctrine and ritual. In spite of the eventual dominance of Buddhism through its position as the state religion, however, a reformed B�n school has been able to assert itself down to the present. Its tradition continues to remain alive in a few monasteries as well as in visible signs of Tibetan popular religion, including prayer flags and spirit traps, temple and mountain circumambulations, death and marriage rites, oracle techniques, and countless religious rituals. In fact, it may be reasonably asserted that Tibetan culture cannot be completely understood without a knowledge of B�n practices. This book takes the reader to secluded monasteries and sacred sites of the B�n religious community. With its thoroughly informed text and more than 200 photographs of B�n monasteries, lamas, and sacred sites, most undocumented until now, this volume introduces the myths and culture of ancient Tibet. The preface, written by the spiritual head of all B�npo, confers additional authority on the work, while its notes, maps, index, and an extensive bibliography make it essential reading for anyone with an interest in Tibet or eastern religions.",http://books.google.co.in/books?id=g1mXzgEACAAJ&dq=religion&hl=&source=gbs_api,grateful
Religion and Mental Health,Unknown,Mental health,No description,https://play.google.com/store/books/details?id=CRtG7YksNXEC&source=gbs_api,grateful
Dalits and Religion,D. Murali Manohar,Dalits,"Contributed articles presented at a national seminar held from 26-28 Oct. 2008 at School of Humanities, Dept. of English, University of Hyderabad in the Indian context.",http://books.google.co.in/books?id=wdWaQwAACAAJ&dq=religion&hl=&source=gbs_api,grateful
South Asian Religions,"Karen Pechilis, Selva J. Raj",Religion,"The religious landscape of South Asia is complex and fascinating. While existing literature tends to focus on the majority religions of Hinduism and Buddhism, much less attention is given to Jainism, Sikhism, Islam or Christianity. While not nelecting the majority traditions, this valuable resource also explores the important role which the minority traditions play in the religious life of the subcontinent, covering popular as well as elite expressions of religious faith. By examining the realities of religious life, and the ways in which the traditions are practised on the ground, this book provides an illuminating introduction to religion in South Asia.",http://books.google.co.in/books?id=BsbfCgAAQBAJ&dq=religion&hl=&source=gbs_api,grateful
A Trinitarian Theology of Religions,"Gerald Robert McDermott, Harold A. Netland",Religion,"How are Christians to think of non-Christian religions? How are they to relate to people who do not share their faith? Two senior scholars survey the field of theology of religions from an evangelical perspective, and propose fresh approaches to long-debated questions such as salvation, revelation, the relationship between culture and religion, conversion, and social action.",http://books.google.co.in/books?id=h7MZAwAAQBAJ&dq=religion&hl=&source=gbs_api,grateful
"C.S. Lewis—On the Christ of a Religious Economy, 3.2",P. H. Brazier,Religion,"C. S. Lewis--On the Christ of a Religious Economy. II. Knowing Salvation, opens with a discussion of the Anscombe-Lewis debate (the theological issues relating to revelation and reason, Christ the Logos). This leads into Lewis on the Church (the body of Christ) and his understanding of religion: how is salvation enacted through the churches, how do we know we are saved? This concludes with, for Lewis, the question of sufferance and atonement, substitution and election, deliverance and redemption: heaven, hell, resurrection, and eternity--Christ's work of salvation on the cross. What did Lewis say of humanity in relation to God, now Immanuel, God with us, incarnate, crucified, resurrected, and ascended for humanity? What of Lewis's own death, and that of his wife? What does this tell us about the triune God of Love, who is Love? This volume forms the second part of the third book in a series of studies on the theology of C. S. Lewis titled C. S. Lewis: Revelation and the Christ. The books are written for academics and students, but also, crucially, for those people, ordinary Christians, without a theology degree who enjoy and gain sustenance from reading Lewis's work. www.cslewisandthechrist.net",http://books.google.co.in/books?id=eFD7DwAAQBAJ&dq=religion&hl=&source=gbs_api,grateful
The Impossibility of Religious Freedom,Winnifred Fallers Sullivan,Law,"The Constitution may guarantee it. But religious freedom in America is, in fact, impossible. So argues this timely and iconoclastic work by law and religion scholar Winnifred Sullivan. Sullivan uses as the backdrop for the book the trial of Warner vs. Boca Raton, a recent case concerning the laws that protect the free exercise of religion in America. The trial, for which the author served as an expert witness, concerned regulations banning certain memorials from a multiconfessional nondenominational cemetery in Boca Raton, Florida. The book portrays the unsuccessful struggle of Catholic, Protestant, and Jewish families in Boca Raton to preserve the practice of placing such religious artifacts as crosses and stars of David on the graves of the city-owned burial ground. Sullivan demonstrates how, during the course of the proceeding, citizens from all walks of life and religious backgrounds were harassed to define just what their religion is. She argues that their plight points up a shocking truth: religion cannot be coherently defined for the purposes of American law, because everyone has different definitions of what religion is. Indeed, while religious freedom as a political idea was arguably once a force for tolerance, it has now become a force for intolerance, she maintains. A clear-eyed look at the laws created to protect religious freedom, this vigorously argued book offers a new take on a right deemed by many to be necessary for a free democratic society. It will have broad appeal not only for religion scholars, but also for anyone interested in law and the Constitution. Featuring a new preface by the author, The Impossibility of Religious Freedom offers a new take on a right deemed by many to be necessary for a free democratic society.",https://play.google.com/store/books/details?id=LKBHDwAAQBAJ&source=gbs_api,grateful
Hegel's Interpretation of the Religions of the World,Jon Stewart,Religion,"In his Lectures on the Philosophy of Religion, Hegel treats the religions of the world under the rubric ""the determinate religion."" This is a part of his corpus that has traditionally been neglected since scholars have struggled to understand what philosophical work it is supposed to do. In Hegel's Interpretation of the Religions of the World, Jon Stewart argues that Hegel's rich analyses of Buddhism, Hinduism, Zoroastrianism, Judaism, Egyptian and Greek polytheism, and the Roman religion are not simply irrelevant historical material, as is often thought. Instead, they play a central role in Hegel's argument for what he regards as the truth of Christianity. Hegel believes that the different conceptions of the gods in the world religions are reflections of individual peoples at specific periods in history. These conceptions might at first glance appear random and chaotic, but there is, Hegel claims, a discernible logic in them. Simultaneously, a theory of mythology, history, and philosophical anthropology, Hegel's account of the world religions goes far beyond the field of philosophy of religion. The controversial issues surrounding his treatment of the non-European religions are still very much with us today and make his account of religion an issue of continued topicality in the academic landscape of the twenty-first century.",https://play.google.com/store/books/details?id=g1RuDwAAQBAJ&source=gbs_api,grateful
The Religious Lives of Older Laywomen,Abby Day,Religion,"The Religious Lives of Older Laywomen draws on ethnographic fieldwork, cross-cultural comparisons, and relevant theories exploring the beliefs, identities, and practices of ""Generation A""--Anglican laywomen born in the 1920s and 1930s. Now in their 70s, 80s, and 90s, they are often described as the ""backbone"" of the Church and likely its final active generation. The prevalence of laywomen in mainstream Christian congregations is a widely accepted phenomenon that will cause little surprise amongst the research community or Christian adherents. What is surprising is that we know so little about them. Generation A laywomen have remained largely invisible in previous work on institutional religion in Euro-American countries, particularly as the focus on religion and gender has turned to youth, sexuality, and priesthood. Female Christian Generation A is on the cusp of a catastrophic decline in mainstream Christianity that accelerated during the 'post-war' (post-1945) age. The age profile of mainstream Christianity represents an increasingly aging pattern, with Generation A not being replaced by their children or grandchildren--the Baby-Boomers and generations X, Y, and Z. Generation A is irreplaceable and unique. ""Generation"" shares specific values, beliefs, behaviors, and orientations, therefore, when this generation finally disappears within the next five to 10 years, their knowledge, insights, and experiences will be lost forever. Abby Day both documents and interprets their religious lives and what we can learn about them and more widely, about contemporary Christianity and its future.",http://books.google.co.in/books?id=Oa3_DQAAQBAJ&dq=religion&hl=&source=gbs_api,grateful
The World's Religions in Figures,"Todd M. Johnson, Brian J. Grim",Religion,"Created by two of the field’s leading experts, this unique introduction to international religious demography outlines the challenges in interpreting data on religious adherence, and presents a contemporary portrait of global religious belief. Offers the first comprehensive overview of the field of international religious demography – detailing what we know about religious adherents around the world, and how we know it Examines religious freedom and diversity, including agnostics and atheists, on a global scale, highlighting trends over the past 100 years and projecting estimates for the year 2050 Outlines the issues and challenges related to definitions, taxonomies, sources, analyses, and other techniques in interpreting data on religious adherence Considers data from religious communities, censuses, surveys, and scholarly research, along with several in-depth case studies on the global Muslim population, religion in China, and the religious demography of recently created Sudan and South Sudan Argues against the belief that the twentieth-century was a ‘secular’ period by putting forward new evidence to the contrary Provides resources for measuring both qualitatively and quantitatively important data on the world's religious situation in the twenty-first century",https://play.google.com/store/books/details?id=SAzizViY30EC&source=gbs_api,grateful
Philosophy and Religion,Strong,Unknown,No description,https://play.google.com/store/books/details?id=sOoanPepWgIC&source=gbs_api,grateful
Religious Evolution and the Axial Age,Stephen K. Sanderson,Social Science,"Religious Evolution and the Axial Age describes and explains the evolution of religion over the past ten millennia. It shows that an overall evolutionary sequence can be observed, running from the spirit and shaman dominated religions of small-scale societies, to the archaic religions of the ancient civilizations, and then to the salvation religions of the Axial Age. Stephen K. Sanderson draws on ideas from new cognitive and evolutionary psychological theories, as well as comparative religion, anthropology, history, and sociology. He argues that religion is a biological adaptation that evolved in order to solve a number of human problems, especially those concerned with existential anxiety and ontological insecurity. Much of the focus of the book is on the Axial Age, the period in the second half of the first millennium BCE that marked the greatest religious transformation in world history. The book demonstrates that, as a result of massive increases in the scale and scope of war and large-scale urbanization, the problems of existential anxiety and ontological insecurity became particularly acute. These changes evoked new religious needs, especially for salvation and release from suffering. As a result entirely new religions-Zoroastrianism, Judaism, Christianity, Hinduism, Buddhism, Confucianism, and Daoism-arose to help people cope with the demands of the new historical era.",https://play.google.com/store/books/details?id=W3tADwAAQBAJ&source=gbs_api,grateful
A Great and Terrible Beauty,Libba Bray,Juvenile Fiction,"It's 1895, and after the death of her mother, 16-year-old Gemma Doyle is shipped off from the life she knows in India to Spence, a proper boarding school in England. Lonely, guilt-ridden, and prone to visions of the future that have an uncomfortable habit of coming true, Gemma's reception there is a chilly one. To make things worse, she's being followed by a mysterious young Indian man, a man sent to watch her. But why? What is her destiny? And what will her entanglement with Spence's most powerful girls - and their foray into the spiritual world - lead to?",http://books.google.co.in/books?id=HcEjwi1cZO0C&dq=teen+fiction&hl=&source=gbs_api,rejected
The Magpie Society: One for Sorrow,"Zoe Sugg and Amy McCulloch, Zoe Sugg",Unknown,"Illumen Hall is a boarding school of tradition and achievement. But tragedy strikes when the body of a girl, a student, is discovered - on her back is an elaborate tattoo of a magpie. For new student Audrey, it is just another strange and unsettling thing about her new surroundings. And for her roommate Ivy, well, she's just annoyed she has to share with the new girl from America. As an unlikely friendship develops, the two are drawn deeper into the mystery of this strange and terrible murder. They will discover that something dangerous is at the heart of their school. Welcome to The Magpie Society.",http://books.google.co.in/books?id=4_5VzQEACAAJ&dq=teen+fiction&hl=&source=gbs_api,rejected
Jailbait,Lesléa Newman,Juvenile Fiction,"In 1971, unpopular and lonely tenth-grader Andi--teased at her Long Island high school for her large breasts and ignored at home by her distant parents--builds a fantasy romantic life around her clandestine, sexual relationship with a man in his thirties.",http://books.google.co.in/books?id=DUdLD0fqkz8C&dq=teen+fiction&hl=&source=gbs_api,rejected
Best Books for Young Adults,Holly Koelling,Language Arts & Disciplines,"This is a classic, standard resource for collection building and on-the-spot readers advisory absolutely indispensable for school and public libraries.",http://books.google.co.in/books?id=P842fHCIOq0C&dq=teen+fiction&hl=&source=gbs_api,rejected
Writing Young Adult Fiction For Dummies,Deborah Halverson,Language Arts & Disciplines,"Your hands-on, friendly guide to writing young adult fiction With young adult book sales rising, and bestselling authors like J.K. Rowling and Stephenie Meyer exploding onto the scene, aspiring YA writers are more numerous than ever. Are you interested in writing a young adult novel, but aren't sure how to fit the style that appeals to young readers? Writing Young Adult Fiction For Dummies gives you tricks of the trade and proven tips on all the steps to write a YA book, from developing an idea to publication. Unique writing exercises to help you find your own authentic teen voice Tips to avoid when submitting manuscripts How to break into the flourishing young adult market With the help of this step-by-step guide, you'll have all the skills to write an inspiring and marketable young adult novel.",https://play.google.com/store/books/details?id=tlN9Ymm3vyQC&source=gbs_api,rejected
Teen Genreflecting,"Sarah Flowers, Samuel Stavole-Carter",Language Arts & Disciplines,"Teen Genreflecting serves as a guide to contemporary teen fiction, encompassing every genre and format, including graphic novels, scrapbook-formatted books, verse novels, historical fiction, speculative fiction, contemporary realistic fiction, and more. Teen literature is one of the most popular and quickly growing segments of the publishing world. Not only are teens continuing to read for pleasure, but many adults have discovered the joys of teen literature. As part of the Genreflecting Advisory Series, Teen Genreflecting provides librarians with a road map to the vibrant and diverse body of literature focusing on recent fiction for teens, organizing and describing some 1,300 titles, most published within the past ten years, along with perennial classics. The authors indicate where each title fits in the genre scheme; its subject matter, format, and general reading level; and any pertinent awards. They also provide advice on readers' advisory services to teens, descriptions of genres and subgenres, and lists of favorites for each genre. As with previous editions, this guide will prove invaluable to librarians building their teen collections and will help them assist teens in finding the books they love, no matter what genre.",https://play.google.com/store/books/details?id=YODEEAAAQBAJ&source=gbs_api,rejected
The Dundurn Group Junior and Teen Fiction Catalogue,#n/a!,Unknown,No description,http://books.google.co.in/books?id=GrUfHWNmVk0C&dq=teen+fiction&hl=&source=gbs_api,rejected
True Teen Stories from Nigeria,Patrice Sherman,Young Adult Nonfiction,"In April 2014, the Muslim extremist group Boko Haram kidnapped 276 schoolgirls from the town of Chibok, Nigeria. Over the next three years, some of the girls began to emerge from captivity and told their stories. They faced harrowing experiences, yet they survived. This resources includes teens' accounts of their time as prisoners and offers insight into Nigeria's problems, and the efforts of human rights activists to build a more peaceful nation.",http://books.google.co.in/books?id=ddNoDwAAQBAJ&dq=teen+fiction&hl=&source=gbs_api,rejected
Teen Reading Connections,Pasquale De Marco,Juvenile Fiction,"**Teen Reading Connections** is the essential guide to connecting with teen readers and helping them find the books they'll love. Drawing on her years of experience as a librarian and educator, Pasquale De Marco provides practical advice on everything from creating a welcoming and inviting teen reading space to using social media to promote reading. She also provides in-depth coverage of popular teen fiction genres, including realistic fiction, historical fiction, mystery and thriller, sports books, and books about social issues. But Teen Reading Connections is more than just a guide to finding great books for teens. It's also a celebration of the power of reading. Pasquale De Marco believes that reading is essential for teens' intellectual, emotional, and social development. She provides a wealth of resources for parents and caregivers who want to support their teens' reading habits, as well as tips for teens on how to improve their reading skills and get the most out of their reading experiences. In Teen Reading Connections, Pasquale De Marco has created an invaluable resource for anyone who works with teens or who wants to encourage teens to read. This book is packed with practical advice, inspiring stories, and helpful resources that will help you connect with teen readers and make a positive impact on their lives. Whether you're a librarian, a teacher, a parent, or a caregiver, Teen Reading Connections will help you: * Understand teen reading habits and interests * Create a welcoming and inviting teen reading space * Find the right books for your teen readers * Promote reading to teens * Use social media to connect with teen readers * Support teens' reading development * Advocate for teen reading Teen Reading Connections is the essential guide to connecting with teen readers and helping them find the books they'll love. If you like this book, write a review on google books!",https://play.google.com/store/books/details?id=OaZcEQAAQBAJ&source=gbs_api,rejected
Serving Young Teens and 'Tweens,Sheila B. Anderson,Language Arts & Disciplines,"Notable teen experts and stellar practitioners from across the country explain why library service to adolescents in this age range is so important, and how you can enhance your collection and services to accommodate and win over this important group. Topics range from understanding adolescent informational needs and building and promoting a winning collection, to creating programs with tween appeal. Contributors include Sheila B. Anderson, James Rosinia, Deb Taylor, Robyn Lupa, and Kristine Mahood. Brimming with valuable insights and fresh ideas, as well as nuts and bolts directions, this is a must read for all librarians who work with young adolescents. If someone is described as a young adult, what image comes to mind? In fact, a young adult can be a twelve-year-old middle-schooler or a high school graduate. Libraries have traditionally offered a variety programs and services for YAs, and although more emphasis has been given to serving teens in recent years, little has been done to distinguish between groups within the category, and meet the specific developmental needs of this broad range of library users. This collection complements Anderson's previous collection, Serving Older Teens, by focusing on the needs of tweens and young teens, ages 11-14. This is the age range when many young people stop using the library and lose interest in reading. Notable teen experts and stellar practitioners from across the country explain why service to adolescents in this age range is so important, and how you can enhance your collection and services to accommodate and win over this important group. Topics range from understanding adolescent informational needs and building and promoting a winning collection, to creating programs with tween appeal. Contributors include Sheila Anderson, James Rosinia, Deb Taylor, Robyn Lupa, Brenda Hager and Kristine Mahood. Brimming with valuable insights and fresh ideas, as well as nuts and bolts directions, this is a must read for all librarians who work with young adolescents.",https://play.google.com/store/books/details?id=TIYsEQAAQBAJ&source=gbs_api,rejected
Writing for Children and Teens,Cynthea Liu,Language Arts & Disciplines,"Nowhere will you find a more comprehensive, current, and detailed writing skills course designed specifically for writing children and teen books, written by a children's and young adult author who is in the field today. WRITING FOR CHILDREN AND TEENS: A CRASH COURSE is a ten-step course that relays all the nitty-gritty details of the business, beginning with how to evaluate your book idea all the way to pitching your book to editors and agents. Within each step, you'll find clear and specific information covering topics such as the children's book market, manuscript format, commonly made mistakes and editing tips to beef up your writing skills, finding the right literary agent or children's book publisher, and professional submission etiquette. This book will even tell you what kind of paper you should use and exactly how you should write your email or letter pitches to editors and agents. Bonus materials include templates for all of your submission needs as well as examples of real-life editorial letters sent to authors from editors today. You will get a complete inside peak to the children's and YA fiction writing market for those who want to write picture books, easy readers, chapter books, and middle grade or young adult/teen novels.",http://books.google.co.in/books?id=7zPd5doTwS4C&dq=teen+fiction&hl=&source=gbs_api,rejected
Serving Teens Through Readers' Advisory,Heather Booth,Language Arts & Disciplines,"A guide to help readers' advisors serve teens. Offers techniques to connect with teens on their own terms, provides tips on creating a positive advisory experience, and includes ""sure bets"" lists, thematic reading lists, and sources of reviews.",http://books.google.co.in/books?id=tsuTAwAAQBAJ&dq=teen+fiction&hl=&source=gbs_api,rejected
The Pragmatics of Personal Pronouns,"Laure Gardelle, Sandrine Sorlin",Language Arts & Disciplines,"This volume presents new research on the pragmatics of personal pronouns. Whereas personal pronouns used to have a reputation of poor substitutes for full NP’s, recent research shows that personal pronouns are a fundamental, if not universal, category, whose pragmatics is central to their understanding. For instance, personal pronouns may indicate attentional continuity or social deixis, and take on genre-specific pragmatic effects. The authors of the present collection investigate such effects and analyse competing forms in context (e.g. she / her in subject position), as well as their pragmatic functions in an extensive range of genres such as advertising, TV series, charity appeals, mother/child interaction or computer-mediated communication. Moreover, one section is devoted to the pragmatics of antecedentless pronouns and so-called ‘impersonal’ personal forms. The volume will be of interest to both scholars and students interested in the pragmatics of functional words.",https://play.google.com/store/books/details?id=L1rPCgAAQBAJ&source=gbs_api,rejected
